31,1580294606575,17,461182,18
32,1580294609548,16,2028,3
33,1580294612795,15,3659,2
34,1580294621924,16,61354,5
35,1580294628288,16,32710,3
36,1580294635140,16,44867,4
37,1580294639731,16,25660,2
38,1580294650505,16,83897,6
39,1580294655642,16,23256,1
40,1580294657585,16,4117,1
